start	end	text
415000	423000	Similarly, the discussion platforms that are happening that is like not one-dimensional, bidirectional discussion that is happening,
423000	433000	people communicating with the podcasters and stuff, that is going into a direction where I see a lot of people are setting up the base,
433000	442000	creating that ecosystem, which we can leverage from and bring in the discussions that people are yet not having.
442000	452000	We are having these discussions and we also think that, oh, maybe people are not interested about it or people are probably not going to understand it or whatever that is.
452000	463000	But instead of doing that, how about we give our best shot at making it available and whatever happens, happens.
464000	476000	My hypothesis is if we stick around with that and spend a good enough amount of building the backlog of what are the things that we want to talk about,
476000	485000	what are the things that we have at hand and the practice of it, then at some point when people have discovered it are coming along for the journey,
485000	496000	we will have a solid repository of stuff to show as well as solid grasp on the presentation of the topics as well.
496000	501000	And we can take it somewhere. It can become more than what it is now.
505000	512000	With that said, what are you thinking about this? Quick thought, it was just like I was thinking about half an hour before.
513000	529000	So this is a pattern that I anyway have found and I totally agree that the challenge with our work hasn't been really that we don't have interesting things to work on.
529000	537000	But I just want to say two things. One is my experience this morning, what I just narrated, how I got into fixing the site.
537000	545000	The only thing we need to do is look at something long enough, the way change, the way we trigger change or we work.
545000	549000	Sorry, that's like my cat's fur getting into the fans.
554000	564000	Basically, the way we have worked is if we look at something long enough, start seeing the cracks, start seeing the gaps in that and then we would like to fix that.
564000	569000	So this entire journey with Applet has been exactly that.
569000	577000	But the problem was that there were too many things to fix and we were like falling through the rabbit hole, not hitting the bottom.
577000	585000	By the time we hit the bottom, it kind of timed out. It was time to go home at that point and many other things at the same time.
586000	599000	But the point is that bottom, that journey, when I look back at that, there is a certain deconstructionist approach that I'm applying to that memory.
599000	613000	That how did we go? Where did we go? It was as if the quest to where it landed on unicorn, really, which was kind of breaking down to a certain set of fundamentals.
614000	626000	And I think that part is still valid as an area of research, as an area of research.
626000	633000	But the second thing here is that I have been already watching the last two videos that we have recorded.
633000	648000	This being chapter three in this discussion, and I see us intentionally or unintentionally overlapping topics, like the same things that we had discussed last time, that comes in through another area.
648000	656000	So if I was to archive this, what I found was there is one, of course, a narrative of as we spoke in the order of things.
656000	671000	But then if I blend that into like an encyclopedia or a knowledge base, so to say, by broad questions and topics, it turns out that we have a lot to say over time about the same thing.
671000	675000	And aggregating that would be very interesting.
675000	687000	So what I want to do really is with these discussions, I want to pipe this through to first us like speech to text engine, populate the basic.
687000	694000	And I mean, it's semi-intelligent speech to text, not just basic Python speech to text.
694000	697000	But that is where the AI part comes in.
697000	705000	The link that I shared with you, I had only gone through chapter one.
705000	712000	And as I kept on listening, I was also listening to last week's recording yesterday.
712000	717000	I was like, wait, didn't we discuss on day two and I'm watching day one?
717000	732000	And then I went to day two and it seemed like in day two, we have discussed everything about the topic, except the part that was touched on day one with some just common bridges, which means there is value in creating this union of sets.
732000	734000	And these topics are emerging.
735000	741000	What I mean to say is that whatever we repeat, whatever beers repeating in our discussions is something that we want to get back to.
741000	752000	And those should be the topics, which brings me back to that loop that I had said on the first chapter that if we are looping, then that is worth recording.
752000	757000	And that itself then goes on to form broader discussions.
757000	774000	So I totally agree in the sense that I think in the future, let's say even a year down the line, we could be looking at what we have done and trace it back to something like chapter two, chapter three, chapter four of the discussions to find that pathway.
774000	781000	This is good. We just follow where curiosity is leading at this point.
781000	783000	I think it's naturally emerging in a very nice way.
783000	786000	So when it's a curiosity time and whatever spark.
786000	787000	Yeah, yeah, yeah.
787000	801000	So I, so in that sense, let's not rush into packaging it and packaging is in sense like to make it something of a brand or anything immediately.
801000	806000	Let's go through the same process that we are doing right now with some patterns will emerge.
807000	814000	What you're talking about like the horizontal and the vertical interpretation of the things like we're talking about, like having a chronological.
814000	818000	Okay, we talked about these things today that think to the day after.
818000	828000	But also, if we look at from the perpendicular view, we talked about this part of this topic this day, and that part that day, and combine that as the topical discussion part.
828000	843000	So I have a wiki deployment. If that helps, if you want to also interpose as in, what do you call it, make it topical in that way order that also can work that way.
843000	846000	Yeah, I think that is phase two anyway.
846000	850000	Okay, I see. Cool.
850000	852000	Where was I going with this?
859000	867000	So, I was talking about how, where was I going with this?
867000	870000	I think I had a thought and it vanished. It popped.
870000	875000	Okay, forget it for the time being.
875000	881000	I think I understand what you're saying. I agree. Let the pattern emerge naturally.
881000	886000	Oh, the other part of it was about the speech to text part we talked about, right?
886000	894000	Speech to text, yes. So, there are a couple of services.
894000	901000	None of them are very cheap, cheap enough, as in, but...
901000	912000	I mean, I would measure it in my time, right? I mean, at this point, if I take three hours to get to a transcript, what is the cost of my three hours worth of work? I have a very clear idea.
912000	916000	I think it's more than that. If so, I'm willing to try.
916000	927000	It costs in thousands of minutes, and it's going to be $0.1 or something like that per session, ideally, something like that.
927000	931000	Yeah, I mean, anything under 15-20 is good enough.
931000	938000	Exactly. So, the better ones would be Assembly AI and second would be Deepgram.
938000	946000	And if we don't want all of that, if we just can run...
946000	954000	Do you have a GPU right now? Yes. So, which one did you get? Did you get the Intel Arc or did you get the...
954000	961000	I have a 4060. Okay. So, in that case, also, it's an RTS GPU. You can run the models.
961000	966000	So, those server services are also running, actually, the Whisper, the OpenAI Whisper.
966000	975000	So, if you run OpenAI Whisper, the JAX version, so I'll send you the details, right?
975000	980000	So, in that case, you can just basically run it on your system and get the result.
980000	985000	Yeah, so, I wanted to use the same opportunity to also learn at the same time.
985000	996000	The reason I created that space on my blog was I'm now like, I want this to be filled in this format, except I don't want to be doing it.
996000	1003000	I want a script, help somebody do it.
1003000	1010000	But there was another pattern that I noticed by watching the last two recordings.
1010000	1023000	And that is compared to the last times we discussed this, there is a lot of higher order maturity in our thinking, because we have spent more time, both you and I.
1023000	1032000	Like earlier, what used to be vague jumps across the chasm, now they are like very well identified landing points and like we have traced.
1032000	1044000	So, what I mean is that certain things are very well formed and putting them together will probably be quicker than, let's say, it was last time.
1044000	1054000	What I again want to do is make sure that those inflection points are captured.
1054000	1059000	It's very much like watching two galaxies merge.
1059000	1065000	It's kind of that dance. You know it won't clash, it will just flow through each other.
1065000	1074000	The important thing is locking around that, like what you had said as twin stars orbiting.
1074000	1079000	I think it is looking like two galaxies currently merging and would then begin orbiting.
1080000	1086000	So, yeah, so last day we started talking about something.
1086000	1089000	Do you want to continue with that or do you have some other topics in mind?
1089000	1095000	OK, let's try to go for that. By the way, I posted the link about the whisperjacks.
1095000	1103000	So, if you can run it on your system, I think you will get the transcriptions for free, essentially.
1103000	1108000	Right, cool.
1108000	1123000	So, I was trying to make a criticism about dialectics, as in the entire process of dialectic, the dialectic process itself.
1123000	1132000	I was not able to put a finger on exactly where my discomfort comes from,
1132000	1140000	but finally I realized it from a concept called PID controllers.
1140000	1143000	Did I expand on this? I didn't.
1143000	1146000	OK, so let me share my screen then.
1153000	1175000	Can you see it?
1175000	1190000	I can't hear you, so you have to say yes or no.
1190000	1192000	I can see, I can see.
1192000	1197000	OK, fine.
1197000	1202000	So, this is a controller theory that is used pretty much everywhere.
1202000	1208000	You are trying to stick a landing, essentially, frankly speaking.
1208000	1217000	That includes the previous attempt of landing the Chandrayaan-2, essentially, the rover.
1217000	1223000	So, point being, there are three aspects to that control theory.
1223000	1229000	One is the proportionality control, second is the integral control, and third is the derivative control.
1229000	1235000	What do they do?
1235000	1243000	I'm not going to the maths part of it, just keeping it very straightforward and visual interpretive.
1243000	1254000	So, if you are trying to get somewhere, the intent of going there is, let's say, higher when you are not there,
1254000	1257000	further away from that position, the set point you are.
1257000	1260000	So, let's say, for example, this is your initial position.
1260000	1263000	This blue marker is your set point where you want to go.
1263000	1269000	Further away you are, the more intention that you have to get there.
1269000	1276000	But as closer you go, you have less and less intensity to get there,
1276000	1278000	because if you keep that intensity, you will cross over, right?
1278000	1280000	You will just shoot through.
1280000	1284000	So, you have to reduce that proportionally.
1284000	1288000	That's the proportionality part.
1288000	1291000	You can identify that as an echo chamber.
1291000	1294000	This is the thesis part.
1294000	1302000	Now, there's a drawback to that only using proportionality.
1302000	1309000	As closer it gets, there's a paradox with that as well.
1309000	1313000	It says you cannot reach the other end of the room diagonally,
1313000	1322000	because the arrow does not reach the target, because it has to get to the halfway point,
1322000	1325000	and then the halfway point, etc.
1325000	1328000	When actually you reach the other end, you never reach.
1328000	1330000	So, that actually happens mathematically here.
1330000	1334000	You asymptotically approach it, keep on approaching it, you never reach it.
1334000	1339000	So, in order to challenge that, you need a mechanism
1339000	1346000	that looks back at what the date is, the date it needs to pay,
1346000	1352000	and then it drives the proportionality up in order to reach that goal.
1352000	1353000	That's the integral part.
1353000	1360000	What it does is that it continuously checks how far behind we are from reaching the target,
1360000	1367000	and it keeps on adding an extra term to it.
1367000	1369000	So, the second part of that.
1369000	1375000	So, when you are getting closer, the proportionality of this value becomes smaller.
1375000	1377000	This value takes over.
1377000	1385000	The challenge there is the integral part does not have a self-correction mechanism for itself.
1385000	1389000	So, what ends up happening is that it shoots through, goes to the other end,
1389000	1394000	then basically has to come back again, because that part of self-correction is there.
1394000	1398000	So, when it realizes that, hey, I'm way off,
1398000	1403000	when the latency of looking back catches that, hey, I'm way off,
1403000	1407000	that's when it tries to self-correct itself and tries to go back.
1407000	1413000	But it results in a harmonic, as in oscillation, like it's basically a ringing,
1413000	1418000	where it never, again, it does not reach the set point.
1418000	1426000	It oscillates around the set point because it always has some amount of delta time
1426000	1431000	to look back on to identify that, hey, I need the correction, I need to correct myself.
1431000	1438000	That's where the derivative, so by the way, this integral term, you can look at it as the antithesis,
1438000	1445000	the term that tries to correct the proportionality, the echo chamber,
1445000	1449000	by bringing in the counter-argument and fixing the part.
1449000	1455000	The only thing is that there's also the exact same kind of latency that gets in.
1455000	1458000	And that's the part we actually talked about before,
1458000	1466000	is that we always end up overdoing any kind of social changes that needs to happen
1466000	1470000	when the discussion comes in, in a generation or half,
1470000	1478000	we basically overdo it and then we have to, again, go the other direction a little bit.
1478000	1484000	So, that's what ends up happening with integral term.
1484000	1487000	Now, what to do about this?
1487000	1491000	Another way to approach this is that the derivative term.
1491000	1498000	So, the derivative term approaches in a way that it has very little to no effect at all when starting,
1498000	1506000	but it checks for the delta it needs to reach around the set point and dampens the response,
1506000	1516000	sorry, basically the value by adding or subtracting the corrective term, that is, look ahead.
1516000	1522000	So, as integral part was look back, like how much we have not achieved what we should have,
1522000	1532000	and adding it to it, derivative terms like how much, how strongly are we gonna cross the set point
1532000	1537000	and dampening the response by that, and if that is not the case, then letting it happen.
1537000	1543000	Like, go fast if you are not approaching, but slow down if we are approaching that point.
1543000	1548000	In that sense, what it does, it basically helps us stick that landing.
1548000	1560000	Depending on the values, you still have that not, this animation would be kind of appropriate to see how it ends up happening.
1560000	1568000	There are more. So, basically what ends up happening in the ideal state is it goes straight like this,
1568000	1575000	asymptotically kind of gets closer and then touches it, and depending on the parametric values,
1575000	1580000	you get the landing, how closely it sticks the landing, right.
1580000	1587000	So, hopefully that made some sense. I'm not sure how much it came out in the diagram.
1587000	1601000	My point is, we don't have the third aspect in our, what would be an umbrella term for what dialectics is about,
1601000	1606000	or what dialectics tries to fix.
1607000	1618000	So, that part, this would be the third part that we need to add, which I'm calling it the hypothesis part,
1618000	1624000	which is look ahead, where do you want to stick the landing, looking ahead for that,
1624000	1629000	and then correcting the other two sides of things like thesis and antithesis,
1629000	1634000	gets corrected by the hypothesis and then sticks the landing, where it needs to be.
1634000	1641000	So, there are lots of like, I don't have worked for a lot of things, maybe because I didn't do enough reading about it.
1641000	1649000	This is kind of an original thought. So, I need a lot of supporting elements to build it up into a theory.
1649000	1656000	I'm done saying the things that I wanted to say. I am looking for the criticism on this part.
1657000	1665000	Yeah, I'm not sure you're going to get much in the way of criticism as much as a critique.
1665000	1673000	So, I do think, so when I said landing, I pretty much had something similar in mind,
1673000	1678000	though not, this is a good mathematical demonstration of what I was talking about.
1678000	1683000	And now I realize what you said last day when you said that hypothesis is the thing that's missing.
1684000	1694000	So, that connects back. And I do agree that in the sense that if we are to plot the rate of change of topic,
1694000	1698000	which is also what I was saying, that if we look long enough at something,
1698000	1707000	so what is worth looking long enough if something is appearing in the vision, then stay with it, slow down your approach,
1707000	1714000	and then invariably you're going to overshoot it a bit, then come back and land.
1714000	1723000	So, I think that there are multiple hypotheses on which I think we both are operating.
1723000	1730000	At least that is what I meant by a certain higher order thinking that has already happened.
1731000	1742000	Sorry, the reason we are not shooting off target really is that some of those targets far enough or fundamental enough have been identified.
1742000	1747000	So, I think it's a matter of letting down some of those hypotheses,
1747000	1757000	then discovering the hypothesis or articulating the hypothesis would probably be the primary focus of these discussions
1757000	1762000	each time with the aim to land the hypothesis in that sense.
1762000	1771000	So, your hypothesis is the blue mark and in the process some things will be things that we'll find solved.
1771000	1777000	Hypothesis is not the blue mark. If you go back to Hegelian interpretation,
1777000	1784000	the reason he came up with this is that the Father and the Son and the Holy Spirit, the Trinity,
1785000	1792000	he was trying to kind of symbolize the Trinity, which also Freud did with Ego, Superego and all these things.
1792000	1798000	So, that was kind of something everybody was trying to connect back with the theology of that time,
1798000	1809000	which I already identified or symbolized that there's a Father and the Son and the Holy Spirit and they form the Trinity.
1810000	1822000	From Hegel's interpretation, he said those three things like the thesis, antithesis and synthesis were those three things.
1822000	1835000	My point is that's not. The synthesis is the Trinity and the Spirit has to be the hypothesis.
1835000	1845000	The Son is the Id or the Son is the proportionality, the Father is the antithesis or the superego.
1845000	1855000	But the thing that lands the landing, that is the hypothesis part, that you need, that's the Spirit, that's the ego,
1855000	1865000	that's the part you need to land. And overall, they connect back as a Trinity. Overall, they connect back as the synthesis.
1865000	1874000	So synthesis is not complete without the hypothesis. What ends up happening is that we have not integrated that as a process.
1874000	1889000	In our, even till contemporary, we kind of look down on somebody hypothesizing something as you don't have solid data for it, right?
1889000	1897000	My point is solid data is only possible as an option for looking back, that integral aspect of things.
1897000	1906000	For you, if you want to stick the landing and not overdo anything, not do the damage, the only way to do that is look ahead.
1906000	1912000	And for that matter, you cannot have solid data. You need to have the differential part aspect of the thing.
1912000	1920000	So which is where the third aspect, the Spirit or whichever way you want to interpret is, that needs to happen.
1920000	1926000	So the overall thing comes as the Trinity. Overall, that comes up as the synthesis.
1926000	1936000	But I think that those three things, that parts of the Trinity are that thesis, antithesis and the hypothesis.
1936000	1944000	Together they make the synthesis, or together they should make the synthesis, which is much more nuanced than the previous approach.
1950000	1960000	I mean, in some sense, we are talking epistemology, so why not?
1960000	1971000	I should read this, as in I haven't gone through this.
1971000	1980000	So the epistemology that you would find in some of those Eastern traditions breaks down those concepts into further stages of proof.
1980000	1989000	So you look at Buddhist epistemology, you look at Nyaya epistemology, Shankar epistemology.
1989000	1994000	Shankar is probably the one who simplifies it in some sense, but it's Doito.
1994000	2002000	So it talks of two materials, which tries one nation, one election kind of strategy.
2002000	2012000	Everything is one. But Nyaya does this very interesting thing where it was a practice.
2012000	2020000	Now why I shared this, as opposed to Hegelian dialectic, is they are talking about the same things.
2020000	2032000	These are very, very strong similarities. But these were traditions who ceremonized their usual exchanges.
2032000	2039000	These were philosophies born out of people actually discussing, questioning each other, coming to the truth.
2039000	2045000	That is where Torco comes from. As it happens, if you look at the list,
2045000	2055000	stage number eight of the 16 categories is called Torco or hypothetical slash suppositional reasoning.
2055000	2062000	So Torco Corona is basically somebody says don't hypothesize. If you hypothesize, you are already on stage eight.
2062000	2068000	You're not far enough from actually achieving knowledge.
2068000	2078000	But these were basically the 16 categories. Now what these categories mean will leave that to coming outside of this entire thing.
2078000	2086000	But if you just scroll down a bit, like the overall epistemology, that you have perception,
2086000	2092000	and within which you have determinate, indeterminate, then you have onuman, so inference.
2092000	2102000	And these systems also standardize in some sense or formalize certain lines of inquiry that Western philosophy just ignores as voodoo.
2102000	2108000	But turns out there is enough, enough details in this schools of knowledge.
2108000	2119000	And you will find yourself very familiar with those. All it struck me when I read the first demo that this is how they have categorized.
2119000	2130000	I know all of these sensations. It's like they have presented me a curated, ordered structure to that exact chaos.
2130000	2142000	Now of this, these are like these are degrees of formation of knowledge. So Proman, which is the strongest.
2142000	2148000	So it says that before perception, inference is not as strong, but good enough.
2148000	2158000	Then you have upoman, which is comparison, which is, again, not that analogy, which is what you get to if you can't infer.
2158000	2163000	Then you have shop, though, which is testimony somebody else's words.
2163000	2169000	But the interesting thing is you can start this process outside in.
2169000	2183000	And if you then look at these three stages, you kind of again reach that sort of Trinity, because the hypothetical reasoning happens when you are discussing or when you are like that is where the dialectic comes in.
2183000	2195000	So hegel's hegelian dialectic and torco in there are kind of the other things you would apply to get to that hypothetical supposition.
2195000	2201000	But all I'm saying is that you're on the right track. This is and that was a bit patronizing.
2201000	2209000	But you're on the right track in the sense that I would just say that hegel is good.
2209000	2221000	Keep this on the other side and and keep the Buddhist epistemology on the other side, because what that says at its fundamental nature is you got to try things to believe it.
2221000	2226000	But if you don't get to try, what do you do?
2226000	2230000	You have to assume you have to imagine.
2230000	2233000	So basically, these all are people.
2233000	2239000	If you read those treatises, you find these people sitting randomly and asking what if questions.
2239000	2249000	Very little resource, which is why like my respect kind of goes out and goes for those people who have thought about these things with so little resources.
2249000	2253000	Because they couldn't have for the even the best they tried.
2253000	2258000	They couldn't have known all the other things that have happened, all the other people who are thinking the same terms.
2258000	2265000	So I kind of feel that we are so lucky that I can have a day job and also like do this for fun.
2265000	2268000	Right. Which is insane.
2268000	2277000	For many people, they had to live their life as essentially the way of living in order to even get any anywhere closer to this.
2277000	2281000	Which is also like I should not take this for granted, but yeah, it opens up.
2281000	2284000	But there is an earlier of that life.
2284000	2288000	I came to that. So this was my thought when I first studied this.
2288000	2294000	And this was for second year, sorry, first year, second semester of philosophy.
2294000	2301000	And my first thought was these people built so much exactly these words without so little.
2301000	2304000	And this was 2009. And I was like, if they had the technology today.
2304000	2314000	So we'll keep on saying this. But then as I learned more, I realized that these technologies, these are technologies to the point of understanding knowledge.
2314000	2319000	You apply these things to a knowledge based to creating a knowledge system.
2319000	2324000	And you don't have to be a product manager. These people have been your product managers.
2324000	2328000	You just let it implement what they're saying in these stages.
2328000	2339000	And because they work with such small data window, their computation is very resource conservative, not wasteful at all, essentially.
2339000	2353000	Which means the computations have been broken, broken, broken down to their smallest forms where they are understandable, then logically build up as a foundational system and highly technically interconnected sets of work.
2353000	2359000	So basically, I'm saying they were the product managers like epistemology is product management of knowledge.
2359000	2364000	Yeah, I see that. I see that. I see that form, essentially.
2364000	2379000	And I think one of the things I one of the hypothesis that I have been operating on is what what framework these people had created can be implemented using the technology that we have today.
2379000	2385000	Without the individual, because a lot of this practice then went on to the Sadaq.
2385000	2398000	So you don't then have to be the Sadaq. You can if you can outsource, you know, to the Babas that you have always wanted to outsource these decisions to.
2398000	2409000	Why not just like try a different Baba, a Baba that actually understands these things has been built with some like these technologies in mind.
2409000	2420000	But anyway, going too vague, what I mean is that I believe it is possible to build a knowledge base that employs these systems of knowledge and then, you know, build those views.
2420000	2427000	So given the same set of events, can I have a Hegelian dialectic view of the events?
2427000	2440000	Can I have a new view of the events, which are just different queries, different structured queries producing different kinds of data structures out of the same fundamental thing that you were seeing?
2440000	2443000	I am also seeing which is the nature around them.
2443000	2453000	Right. So that way, this is those all those previous prior works, they're basically stepping stones to go forward, go further.
2453000	2455000	Right. Absolutely. Yeah.
2455000	2471000	So that's how I'm seeing it. There are lots of these, these things, all these things should be kind of kept as like, okay, in the Appendices or the References section that, hey, this builds on top of these things.
2471000	2477000	In order to go forward, you cannot just have a solution and as a capsule and just eat it.
2477000	2485000	Basically, if you understand what are the parts it builds on top of, that gives you a better mileage.
2485000	2495000	So I think all the prior attempts, because the best they could do is build in the present by looking at the past.
2495000	2503000	That was the best approach that they could have taken, like very definitively, because we have to identify this thing as well.
2503000	2510000	What we are doing now is taking over of the derivative part.
2510000	2517000	Think about because we're closer to the set point. That's when the derivative takes up, like picks up the pace, because that's where it starts mattering more.
2517000	2518000	Right.
2518000	2521000	So we are bringing in that part.
2521000	2531000	And so far it hasn't been used as much because so far that that part of the equation was very miniscule and ignorable.
2531000	2536000	More what mattered mattered was the proportionality and the backlog of like, hey, we need to fix this thing.
2537000	2542000	Now, where to get to, we have a very closer view of because we are kind of reaching that.
2542000	2550000	If for the lack of a better set point, let's say superintelligence is the set point that we are looking at.
2550000	2556000	We are kind of approaching that closely enough that we need to if we don't stick the landing.
2556000	2562000	There are a lot of people are talking about what the dangers that like involved with that.
2562000	2565000	So point is now it starts mattering.
2565000	2571000	Now we are bringing that aspect, that part of the equation up and try to stick the landing.
2571000	2576000	I don't see the previous approach as the wrong or false or something.
2576000	2579000	It's just at that point, that's the best they could have done.
2579000	2583000	And at that point, those two are the things that mattered more.
2583000	2590000	Now that we're starting to matter the other way, let's make it more comprehensive and use the other term.
2590000	2599000	I just want to destigmatize the usage of hypothesis because if you look at it from even a school or childhood,
2599000	2605000	like if or even especially in we are data driven, whenever people say that,
2605000	2611000	what they're trying to nullify or invalidate is that somebody who is pitching an idea
2611000	2619000	that they don't yet have solid data for and to demotivate them from going ahead and gathering the solid data for it.
2619000	2622000	Right. So that's what ends up happening.
2622000	2628000	I want to destigmatize that part, that aspect of the entire discourse when that happens.
2628000	2636000	And overall, push it out into the system like the general side search or whatever you call it.
2636000	2638000	Is that the pronunciation?
2639000	2651000	To make everybody come to the conclusion that, hey, it is from temporal perspective,
2651000	2654000	we cannot only look at the present and the past.
2654000	2662000	Future matters just as much because the other parts of the discussion that we'll eventually come to,
2662000	2669000	where if you look at the actualization of the universe, it basically is a temporal loop in a sense.
2669000	2673000	It's like a rubber band. Where is the ending?
2673000	2680000	You cannot find where the ending or the beginning is if you start seeing the whole thing as a temporal loop.
2680000	2686000	So it is relevant to be mindful about the whole directionality,
2686000	2692000	the spline of time and not only just look back on one direction.
2692000	2695000	Yeah. Right.
2695000	2698000	So this is one of the topics that I want to kind of like build upon.
2698000	2705000	I'm pretty sure like we touched on this like two episodes like last time I talked about this.
2705000	2709000	This time I'm showing some of the data about this.
2709000	2717000	I'm pretty sure that there will be more terms and all those things that I will come up with and start enriching this particular topic.
2717000	2721000	This is going to be one of the topics.
2721000	2729000	Yeah. So let's put a pin on that and move forward with other things that we may want to talk about.
2729000	2735000	I have a lot of other things, but do you have anything else to talk about this?
2735000	2754000	I think this deserves a bit more elaboration just for the sake of.
2754000	2756000	Yes, what happened?
2756000	2762000	My headphone decides to go to sleep from time to time. It's grown old. It's like I have to go to sleep.
2762000	2766000	I don't think you are speaking through as in the mic change.
2766000	2771000	Essentially, the mic source changed.
2771000	2773000	Yeah, should be better now.
2773000	2776000	Yeah, it had I had reconnected, but it has switched back.
2776000	2779000	Yes. Anyway, I was saying that this topic deserves a bit more elaboration.
2779000	2789000	Therefore, we move on to others because there is some fundamental that this connects to to what I have been working towards and thinking.
2789000	2793000	And it's sort of right this time, right?
2793000	2803000	So the hypothesis that I mentioned that it should be possible to take some of these tools for mass consumption.
2803000	2806000	And when I say mass consumption, let me rephrase that.
2806000	2812000	I mean, regular consumption for myself and to those I want to share the information with.
2812000	2816000	I'm looking at the inside out network.
2816000	2827000	And for the same reasons that atoms form, then connect and the connecting force being a sort of gravity.
2827000	2842000	So what I see this possible like being possible to do is pretty much the same thing that if you look at Automarge, that local first project.
2842000	2858000	In some sense, my approach to knowledge management is kind of similar to their approach to dev tooling, where they say that if developers have built enough tools to make their life easier, software developers specifically,
2858000	2865000	the sort of debugging and things that don't exist for other technical professions.
2866000	2879000	Besides software design, because we use line based things and their premises to bring the same kind of things that clearly serve some small people are benefiting out of implementing within their domain,
2879000	2890000	bring those concepts and apply to a set of baseline fundamental tools that can also apply to other domains of creative work.
2890000	2896000	And what I'm trying to say here is that I feel like my approach to I mean, they have explained it in a certain ways.
2896000	2913000	I'm just using that analogy that I feel like there are all these different epistemological theories, which if you just look at them as investigations, queries and frameworks to understand, categorize, dissect knowledge.
2913000	2923000	I see different demos, those lenses that I had mentioned, right? Lenses of looking at reality are what each of these frameworks are.
2923000	2926000	So what happens? Instagram filters.
2926000	2945000	Now here is the key part. Each of them start telling you that there is a certain moksha, nirvana, whatever, orgasm, whichever stage, like there is a certain stage that you can reach if you follow these certain processes.
2945000	2958000	Now, if you break down those processes, study deeper, you'll see that they are very logical, very one after the other, very well structured journey, meaning that it is possible to reach that moksha.
2958000	2963000	And it's like a definition of done, that there is a clear definition in each of these traditions.
2963000	2969000	What do they mean by their equivalent enlightenment is the word that I was looking for.
2969000	2973000	What is the equivalent enlightenment in their traditions? What does that mean?
