start	end	text
323000	327000	So that part is where I come along.
327000	338000	So not only the challenge that I have is exactly that you are seeing is that I cannot put that into words partially because I have no practice of it.
338000	345000	I haven't spoken to people with whom I can talk about it because there was no option for that.
345000	357000	Now I am going to hand it over to you and take that forward, like whatever I didn't or I failed to say, what are the parts that you can cover on this particular topic?
357000	373000	So I think if you start with the absurdist literature in its truest form, let's say, well, truest in the sense like let's take a narrow track here, Shukumarai specifically.
373000	380000	That the absurdism when I grew up, like growing up, one of the first things I read in life was Hoja Borala.
380000	387000	And I think I'm forever grateful because the next thing I read in like the first Bangla I had read was Hoja Borala.
387000	390000	The first English I had read was Alice in Wonderland.
390000	405000	And I think that the combined impact of that made me feel like while these were told to me as children's stories,
405000	412000	I did think it is children's stories because I understood it. I felt like I understood that it resonated with me.
412000	418000	Like the Cheelo Rumal Hoye Galo Beral. It can happen. That's what it's about.
418000	428000	But then probably I remember the first time I came across the concept of a pun was Sri Baikarun Singh.
428000	434000	Like B.A. Baikarun Singh. B.A. because I am Bae.
434000	440000	But what I'm trying to say here is, yes, I do Bae.
440000	448000	I was like, okay, there's something here. But there was an interesting thing that happened to me at that point in life.
448000	454000	And again, I think we need to narrate very subjective experiences here and then see where the intersections are.
454000	461000	And one of them was I had this neighbor who insisted that I learn translation, who insisted with my parents,
461000	468000	that seems like your kid is able to grasp a language, which is ironic that I did not speak till the age of like two and a half.
468000	474000	I was a late bloomer in that sense. And I'm still a late bloomer in pretty much everything in life.
474000	480000	But in that sense, as in the primary language, your language. Yeah, like I could not.
480000	486000	I did not have vocal skills to the point that and even when I spoke, I stammered a lot.
486000	495000	Like I stammered a lot till like 17, 18. But what the translation gave me was I had Alice in Wonderland.
495000	499000	I had Alice in Wonderland on the other hand, and I had Hojo Borala on the other.
499000	506000	And then in true Robi Thakur fashion, I was given Hamlet to translate into Bangla.
506000	514000	Okay, I think I was five years old then. That did not catch my attention.
514000	523000	But I went back to Hojo Borala reading that. And I remember feeling this thing that I mean, I didn't understand what Hamlet was like first two pages in.
523000	529000	I was like, this is definitely not children's story. But this Hojo Borala is children's story.
529000	537000	I remember reading it back again around the age of eight, nine.
537000	542000	Feeling that, okay, I understand something more now. I had spoken the language for a few more years.
542000	546000	Then there was a long gap. I read it back again when I was 16.
546000	552000	And I thought, okay, because it was that old, dusted, heartbound book that I open and read and like, hang on.
552000	557000	This does not feel like children's story anymore.
557000	563000	This fellow trying to go like telling the road to Thibaut.
563000	565000	What was it?
565000	567000	Kolkata Ranaghat? Diamond Harbor, Thibaut?
567000	573000	Diamond Harbor, Thibaut.
573000	580000	So I had some sort of understanding of geography and the way it was going.
580000	584000	So what happened? The click that happened, there was why.
584000	592000	Because there had been the school, 10 years of schooling that had pushed into me that rationality.
592000	596000	Maths, the way it was taught, had taught me logic.
596000	603000	And then I was like, this is the framework and scientific methodology.
603000	607000	All combined together made it feel like an obscure way of looking at things.
607000	613000	But then the why quickly became why not?
613000	619000	And that is also what connects to Zoidberg.
619000	622000	So I realized that there is something happening here.
622000	626000	And the main thing is, it was no longer a children's story to me,
626000	631000	but there was a certain comfort in that absurdity that when all else fails,
631000	639000	and age of 16 was one of the most disastrous periods of my life, academically, family, everything together.
639000	644000	And it was a situation in which all else had failed.
644000	650000	And the answer to what else was why not take the long route to Thibaut?
650000	652000	And kind of I hang on to it.
652000	655000	Okay, the main thing is what? I need to go to Thibaut.
655000	657000	I'm currently in Ranaghat.
657000	660000	I might as well go to Diamond Heart, but then go to Thibaut.
660000	664000	Whether I find Kesavadada or not.
664000	676000	And that, the power of that absurdism there took me, I think, I probably reread, I have never reread Haujaborala.
677000	680000	And I read it back to back a few times.
680000	685000	And each time it felt like there were layers upon layers upon layers of what was happening.
685000	692000	That this was not just, I mean, it's like you come to this absurdism with just for the humor.
692000	694000	We'll get just the humor.
694000	698000	You come to it to defy logic, you will get the defying logic.
698000	701000	Come to it for fun, you get that.
701000	713000	But most of all, to me, it was like when all else fails, what is that framework that will allow me to still make sense of what was happening around me?
713000	721000	In many ways, this is a form of dissociation, like absurdism is a form of dissociation from reality.
721000	729000	And the power of the dissociation is you have disconnected from the finite rules that you were bound by.
729000	733000	And for me, it was also psychological manifestation happening at the same point.
733000	743000	And that kind of brought me, and the only way I want to sum that up is, then I went back to Abul Dabul.
743000	746000	And the last poem hit me.
746000	749000	That one, that one slaps.
749000	752000	And since then, yeah, it is.
752000	757000	And by then I knew of the story, by then I knew of the history of what had happened.
757000	767000	And then it hit me that that same mind is saying this is practically on his deathbed.
767000	771000	Yeah, that's what is like.
771000	776000	That's when you actually get the hits you in a way.
776000	778000	Hang on a moment.
778000	785000	In the other parts where same or similar tone or like the frequency have hit me,
785000	794000	this guy was not basically laughing from his cheek to cheek or ear to ear, whatever the notion is.
794000	805000	But he was trying to make something that is very grim or very bleak and laying it out in front of you at the hope of...
805000	812000	So here's the thing. Nonsense is basically when nothing makes sense, how do you make sense of it?
812000	817000	You were saying that at the end of everything else stops making sense.
817000	820000	How do you still reconcile? How do you still keep on going?
820000	823000	That's where that nonsense strikes.
823000	831000	That's where it tries to, even if null is a data type here.
831000	834000	So I will expand on the null part.
834000	838000	So that's how that's when it actually happened, occurred to me.
838000	845000	Like, hang on, not only there's more to it, that part is the more essential part.
845000	854000	And the rest of it is basically an act like passing it along as a children's story or children's book or children's poem,
854000	857000	all those things so that he can publish it in Saunders.
857000	864000	But it is so much more for the parent of that child as well as for that child.
864000	869000	For me, I was...
869000	872000	See, it's not 8 years and 3 months or something.
872000	874000	How old are you? 8 years and 3 months?
874000	879000	I was 8 years and 3 months when first time reading it.
880000	887000	It was weirdly, almost somebody sent a time capsule knowing that,
887000	894000	hey, this guy, I need to hit him where it properly...
894000	898000	This particular, what do you call that thing? People pinch needles, right?
898000	901000	The Chinese acupuncture?
901000	902000	Yeah, acupuncture.
902000	906000	So it's almost like we need to acupuncture this guy at the exact right spot.
906000	913000	So we should hand this book over to this guy and make him read this part when he's 8 years and 3 months old.
913000	916000	And read this part and then it hits him.
916000	921000	If I did not read those kinds of things, there's some very curious stuff that happens, right?
921000	926000	And at that point, is this meant to happen? Is this some kind of destiny?
926000	932000	Should I be more concerned, more careful, more focused about exactly what I am...
933000	936000	I kind of felt gratitude after that point onward.
936000	941000	Like, hey, most people at my time, at my age is not doing this.
941000	943000	They're missing out.
943000	946000	Don't want to look at it in a very different way.
946000	949000	I should be thankful that I can enjoy this.
949000	952000	Nothing else. I can read this. I find this funny.
952000	954000	I find this enjoyable.
954000	957000	I don't need a big meaning or anything else at this point.
957000	963000	And I just want to find it interesting and entertaining enough and more like it, essentially.
963000	970000	That probably created the bandwidth for which now then I can enjoy Python as comedy.
970000	975000	Same or similar, I would say, in a sense, right?
975000	978000	We start with something, we end with something.
978000	980000	Neither of those things make sense.
980000	984000	But overall, it's a social commentary that is objectively funny.
984000	988000	And you can project it any different ways you want.
988000	990000	All of those ways would be funny.
990000	994000	And neither of those would be objected by the author themselves.
996000	1000000	That was how I was seeing it.
1000000	1002000	I was really bad at...
1002000	1004000	Yeah, go ahead.
1004000	1007000	Sorry, I just wanted to tie back the thing you said about null, right?
1007000	1012000	So nonsense, then the interpretation of it became not as not sensical.
1012000	1014000	It became beyond sense.
1014000	1022000	And however, the question that comes up, then what is the sense that we are talking of in this context?
1022000	1027000	Is it sensory perception beyond the limits of sensory perception?
1027000	1041000	Is it sense as, going back to our maxims, as commonly accepted social principles as the sense that anything that is beyond those commonly accepted social practices,
1041000	1058000	or is it that the sense here is in a way that anything that has meaning and a forceful breaking down, deconstruction of that meaning,
1058000	1064000	so again, in that sense, beyond sense, that what lies beyond sense,
1064000	1079000	so if I throw language beyond the boundary of common usage, if I try to use language beyond the boundaries of perception, of rationality, of societal understanding, of accepted knowledge,
1079000	1082000	what does language become?
1082000	1096000	And that is where I think the fluidity, you know, that playing with the language comes in, because you have then abstracted the concept of the ability to express anything based on certain parallels.
1096000	1110000	So in that sense, that way of application of language is very similar to how generative AI works, that it's just predicting.
1110000	1121000	It's just taking a set of items, converting that into a series of other data type that you just can't understand, and then patch that back.
1121000	1130000	And so I just want to say that what that said, and I think at that, that was also the point I was learning programming seriously in life.
1130000	1144000	And I realized the importance of null. And I realized how much of a pain the null pointer exceptions were, how much was the undefined behavior that acted,
1144000	1161000	but in all, I think it has still stayed that I still look at null as this concept of a nonsense, like a beyond sense, beyond definition, and nothing really cemented that concept in me as strong as Shukumar guy's writing has.
1161000	1181000	Because in a sense, null is a conscious choice. It's not that something failed. Null is a conscious choice of the developer to keep it that way from everything else, like undefined can be different thing.
1181000	1193000	Zero can be different. When it's null, that means the developer shows it to be null. It doesn't happen like out of the blue.
1193000	1205000	I think one of the ways to put it would be think of a jigsaw puzzle, like lots of pieces, right? The puzzle that hasn't been solved yet, a new thing.
1205000	1217000	When you're pushing the boundary, a new layer of the land, you haven't mapped it out yet. So you have a jigsaw puzzle where there are pieces, nobody knows what the correct order is.
1217000	1238000	Now, there's a playful entity going ahead and creating Bokochop or Hansjaru out of that, because nobody knows what the right answer is. The sense has not been laid out yet.
1238000	1250000	Out of all those Bokochops and Hansjarus, there would be eventually discovery would be made. Hey, this is the one that is a solved puzzle.
1250000	1259000	This is the one that is out of all those random trials and errors to some of them are funny, some of them are not funny.
1259000	1269000	This is the one that is for these people who only want the sensical stuff. They would take that and they will run with it.
1269000	1277000	That would be the part when this part is understood, at which point people like Sukumar Rai would not find that domain funny anymore.
1277000	1287000	They would want to push further down the line, because that part of the map is now known map. Now it has been chalked out or mapped out.
1287000	1309000	I saw that anything from a social norm, cultural weirdness to everything else, I forgot the particular story where he goes to Hindukusha Parvatmala finding weird kind of animals and stuff.
1309000	1320000	It critics or criticizes the people like the Western explorers going to Africa and their accounts and how they know it.
1320000	1333000	It is telling a story. It is being funny as well as at the same time it is showing that how absurd does it seem to everybody else if it falls to a normal person's hand.
1333000	1344000	What does it look like or sound like to them? You cannot say this author's writing is good and this author's writing is BS.
1344000	1354000	How do you distinguish, how do you quantify that? You don't know that. At that point both of them are true, both of them are right.
1354000	1359000	You are just assembling the puzzle pieces in different ways.
1359000	1369000	So that is how another way to see the nonsense that I have seen is that not only always it is null, it can also be how many ways can I break the game.
1369000	1381000	And by doing that, finding out this one way the game is not broken, this is the way it is the actual interpretation. Luckily sometimes you end up finding it.
1381000	1399000	Which is where the success of and the departure of nonsense, when that happens for any particular small domain or subset of case, that's when nonsense exits that, no longer my territory.
1399000	1413000	Since I have been found here, now I need to push the boundary through. Anyways, I think, so I have been, so do you have anything else? Otherwise I was going to talk about.
1413000	1425000	So I posted one thing in chat, did you see that? Channel called A-Bong. You are muted, so I cannot hear what you are saying.
1425000	1429000	I thought that was a link for this stream.
1429000	1442000	No, no, no, no, no. So I was trying to go, like start the stream, but it was asking me for, because it's a new channel, it was asking for authentication and enabling streaming, etc., etc., all those things.
1442000	1458000	So I had to go back to the other channel where you already streamed there. It's being streamed there. For the time being, I know that we probably can do a better job at exactly consolidating all those things, but I think it's still possible.
1458000	1462000	But is this the URL where it is, like the channel in which this is streaming now?
1462000	1478000	No, no, no. I cannot. YouTube won't allow me without like, you have to give the mobile phone number, it takes 24 hours to set up, all those things I was not sure. It was not there before. They started it new.
1478000	1494000	So I started, like I tried to stream there, and it said that no can do today. So you said that it would be better if we record, so at least the new, like the stream is being recorded, so that's that.
1494000	1511000	But that channel would be the one where I'm thinking of publishing, starting with Abol Tabol, like the abriti. So I'm doing something, I'm doing something, so that seemed like the lowest hanging fruit.
1511000	1531000	Going forward, we'll keep on adding more stuff. It's not really only Sukumar Rai or anything. The idea is Bengali literature has not found as much online exposure in this kind of media.
1531000	1552000	Or maybe I just want to see how much exposure, whether this kind of exposure actually works. I don't want that for kids part. I don't want to make it for kids. I want to make it for adults, for people like the post teenage and then some.
1552000	1572000	So the people who are trying to now rediscover themselves, for them to grab onto content that are not only somebody else's language content, but their own language content, which it has a rich history. Why not use that?
1572000	1594000	So that way, but along with that, so all those, all those things will be like Ebong Satyajit, Ebong Sukumar, Ebong Robi Thakur, Ebong Adda. So I was thinking of like, if we can make this or this thing more generic, general purpose, and just post it as like Ebong Adda, or maybe we can use a different branding.
1594000	1611000	Ebong Adda sounds right to me, like as in okay to me. It's like a huge spectrum, like it can go anywhere pretty much. We are open to discuss pretty much anything. So and then maybe have guest, maybe not have guest, maybe we just go on about it, whatever we want to discuss anyway.
1611000	1631000	And have that as a repository for that, that we can round back to, that is as a live stream. Sounds good? Yep. Any changes that you'd want to make as in as a conceptual, concept wise?
1631000	1660000	Not really. But something that occurred to me, just to like bring up in this context, right, that we are talking of Satyajit Rai in the context of that Chhoto Dergol for children's literature. And the one thing I have always felt, and I guess a lot of people feel, but then forget as they grow old, is this contempt for grownups, that why does there need to be a separate children's edition, which is jingly, colourful.
1660000	1689000	And then should get as grim as you grow older. I was the kid who liked less colours, brighter colours bothered me. So I was like, am I already a grownup? Because I like those grim themed things. But the one thing about Shukumarai's work, and in that sense, I guess it's also shaped how I see, you know, the human consciousness in that sense is the child stage is just a vastly,
1690000	1717000	fast learning version of the same self. It's almost like the rate of learning peaks and then slowly grades down. And there are psychological analysis to back that up. But I'm seeing the literature or the even the, you know, the way you deal with children, one of my gripe always has been how people do bababacha to kids.
1717000	1740000	And I never do that. To me, that's an individual to me, or whether part of a collective or not, but that person deserves a certain amount of respect, because who am I to suddenly think that I know better than this person that I have certain new, I know everything that this mind can think of and most of the time it turns out not.
1740000	1765000	Because again, a young mind is more capable of thinking in nonsensical terms, because it has got lesser amount of sense to unlearn to get there. So the ability for an author or to for somebody to, you know, maintain that level, I mean, yeah, I understand that there are certain things that can be hazardous that, okay, somebody has not learned something.
1771000	1778000	That would you go and give warp technology to somebody who's just invented metals?
1778000	1789000	And the answer is, yes, you can. But the probability of mishaps go like proportionately higher.
1789000	1806000	Yeah, but then there is that same infantilizing in our narrative of history, especially of anthropology, when we look back at the Bronze Age, at least the way we would, at least the way I was taught in school, it was as if they were infantile humans.
1806000	1817000	And slowly we became adolescent humans. Now we are grown up humans. So if I was born at that age, I would have considered right now. Yeah, the best.
1817000	1828000	We are the best. We are the best. We are done. We are done developing. We're done growing up. Right. That is the part that gets me and it makes me really mad. Like, I am with you so far.
1828000	1853000	Right. So, okay, we were very underdeveloped and all these things. But to consider that now we got this and now there is no part. That is the part where to ground back to your point, what you are saying is that the crystallization of self or identity or even the concept of reality itself, the crystallization is what growing up traditionally has been.
1853000	1876000	Growing up is nothing else than the crystallization to lack the fluidity. So the reason we are a little bit mad about the whole thing is because we have retained that neoteny of flexibility, that fluidity among ourselves, within ourselves.
1876000	1889000	And we prefer to keep it that way, which is why it was not beaten out of us in the right amount of time. We kind of have been able to retain that during that period.
1889000	1905000	So, which is why now we have more stronger will to continue that because we can see the benefit of it. Think of the, like, the alternative timeline where it has been during the school age has been beaten out of us.
1905000	1915000	And we don't even know what you are missing out that neoteny. Our identity is strong and we're like, no, this is the best we can ever be. There is nothing else to learn.
1915000	1926000	Everyone else who says anything else about what doesn't match with our understanding, they're just plain wrong and they should be put in jail or something like that.
1926000	1940000	Anyways, point here is that's exactly what death of childhood is. To me, childhood is not just one individual identity that should be respected.
1940000	1957000	The concept of childhood itself should be respected the same way and retained as much as possible because once you lose that, you fail to see what you what you're missing out.
1957000	1968000	So I'll give it back to you for the part that you are saying that why you think that children's books, the separation of that, you're not okay with that. Please continue on that part.
1968000	1972000	I don't think you finished that part.
1972000	1996000	I mean, I had finished that. But the point, the thing I was talking, trying to point out is this concept of linear evolution and the concept of linear evolution being applied to human history, being applied to education, being applied to the growth of an individual within a society, being applied to a carrier progression everywhere.
1996000	2007000	It's that linear time is easier to understand. It's easier to understand key in the past we were conquered and now we are free.
2007000	2015000	Like, yeah, in the past, we were conquered by various invasive forces who right now we are free.
2015000	2041000	Well, but then on the other hand, the specific part about children's literature that really bothers me is it assumes a certain level, a certain step after step of learning that as if somebody is going to learn these concepts about even let's say, what is a biological sex?
2041000	2057000	What is gender? What? How do you actually reproduce to how do you then build a society? How does this like who's to say in what order somebody is able to understand that?
2057000	2077000	And for example, as a child growing up, I found that I understood maths faster than I understood literature. But I was not allowed access to higher order mathematics, which means that in class four, I was solving the maths books of my cousins who were in class 10.
2077000	2087000	And they thought I was showing off. At the same time, I could not give a literary analysis.
2087000	2112000	What are the most stupidest questions? Like, I was not good at bullshitting. So I was I was good at those kind of questions. Like, yeah, bring bring that. Do you know the right answer? Like, has the did the author talk? If they haven't spoken anything about this? So whatever I say, you cannot say no.
2113000	2135000	Yeah, I mean, what I'm trying to say is that see, a lot of push in educational reform today is also around bringing a more inclusive education to the current generation. And I'm talking of outside the mainstream education.
2135000	2156000	And my partner works in that a bunch of people I know work in that area. And one of the common themes I keep on hearing is empower the learner. Let the learner create their own curriculum, where the educator is simply the safeguard, as well as the facilitator, the safeguard for the boundary.
2156000	2182000	So basically, the very strong prime directive in the Star Trek prime directive in the form of non interference needs to apply for the healthy growth of an individual. And from that part, what I want to say is that anything that I think we say, the issue with censorship is that it, again, I'm probably starting to sound like Zizek at this point.
2182000	2195000	But yeah, praise be Zizek. What I'm trying to say is that the censorship really is this higher moral ground of this holier than thou attitude that I know what is better for you in exactly this order.
2195000	2218000	Till you cross that threshold, you are not allowed to experiment with this. But suddenly after that, you must. Like suddenly after the age of 18, you must vote in one day, you need to understand what is politics, who is the right candidate to choose. You're not allowed to drive till 16 or 18, depending on where you are.
2218000	2222000	17 years, 360 days.
2222000	2224000	Yes.
2224000	2248000	And that's like, what this cuts across is in my work, I do not distinguish based on the age. I always distinguish based on, it's like the prerequisites can be almost said in form of a software dependency. Do you have this, this, this and this? That is what you need in order to run this because that's sort of the library I'm drawing from.
2248000	2254000	Unless you know that, you won't be able to understand, which is again a knowledge graph.
2254000	2273000	This is one of the most important or interesting topics to me. There are only a handful of few topics that I am very much invested, I want to do something about it to the point, there are things that I know that this is important, somebody should do something about.
2273000	2279000	This is one of the topics like the education system, like reformation of education system.
2279000	2292000	I don't know, I don't have all the answers, but I know enough of those things that seem absurd, and there needs to be like, there are easier solutions there than the ones that are being employed.
2292000	2307000	I know that part, and what I am pining for essentially is people with similar kind of mentality, and there's another challenge there is that handling a child is an ethical concern.
2307000	2316000	Whose child are you giving those values and how they are turning out to be, it basically becomes your responsibility.
2316000	2332000	And even though you are very sure that what you are doing is a bona fide, like your good faith basis you are doing, trying to do the right thing or best thing that you think you can do, but truth is a shared understanding.
2332000	2339000	If everybody says that's wrong, then you're wrong, you will be tried for malpractice.
2339000	2342000	So how do we change that layer of the land?
2342000	2371000	So before we get to actually like giving curriculum to kids or facilitating that, a lot of groundwork needs to happen to make that a norm, like this alternative mechanism as a norm, and some bold parents to actually stand up and to do that, like to contribute to that and show that as like, hey, see, this is the results that we are getting out of these practices.
2371000	2384000	Which will take another generation or something in order to start, like best case scenario, but it has to start there, it has to start somewhere.
2384000	2403000	I just don't know how exactly, like, there's a reason I probably should not slack off on like meeting Sharon, like speaking to her about these topics. I think I should prioritize that.
2403000	2430000	In fact, she's gone to Bangalore for a related, she's doing a course which is in related educational field, and this is like a field study trip. But the one thing I just want to point out here, see, the good news is that a lot of work has happened already, and there is substantial ground for this to be considered a viable alternate.
2430000	2450000	I mean, even if you want to demean that and call it alternative, what I mean by demeaning is it's like saying that the mainstream is still the truth, and these are all truths. But there is a fundamental difference, and I see a very strong, very strong parallel in software engineering to it.
2450000	2470000	And I keep on drawing this line. So again, if any of them seem too far-fetched, feel free to stop me. There's a big focus of this kind of education system where you are empowering the learner. One is you don't necessarily, your only criteria rather is not the learner's age.
2470000	2485000	Your criteria is the learner's abilities and lack of abilities. Based on that, a lot of effort, the education is geared towards helping the learner build the curriculum, a sort of service discovery.
2485000	2502000	That in the software design paradigms, do you design services which explicitly know each other, or do you build a system that acts as service discovery? And then you plug in the different services, let the services discover each other based on the common thing.
2502000	2522000	So they're doing something very similar in education, that they are putting a lot of effort into helping the child learn, let curiosity lead the way, being one of the foundational principles with the facilitator guiding across. And again, I am not the expert here. I am giving you an external perspective into what I have observed.
2522000	2538000	But what this boils down to is the fact that you are not starting with a fixed curriculum. You have a certain set of milestones you would like to achieve, and the progression of everyone would not be the same.
2538000	2563000	So then a standard evaluation technique does not apply anymore. Your evaluation grows more towards a research oriented, so then kids don't give exams, kids write research papers, they choose a topic, they want to build something. You fix some aspects, you know, just like in service definition, you fix that, okay, this is the service discovery URL, this is the protocol it speaks, that part needs to be fixed.
2563000	2584000	So there is a lot of protocol design work that is happening in this sector right now. And a lot of new organizations are coming up. In fact, specifically, if you've heard of Teach for India, the one thing I know through Sharon, the founders of Teach for India have started something called the Circle Incubation, the Circle India something.
2584000	2601000	And what they are doing is acting as an incubator in the very way that we are familiar with in the startup world of incubating, you know, startups, except they're incubating educators of the next generation. They're incubating people who are building alternate education principles.
2601000	2626000	And this is happening in India. And the beauty is that there is a lot more scope within India to do this because of the variety, because of the diversity, because you can't just speak one language, you can't enforce one framework, but you have to build the discovery oriented learning and a research oriented evaluation into things, which is again not new.
2626000	2641000	You know, in our academic curriculum, we reach that only in like masters or postgrad or in PhD. But suddenly, I mean, I was made to believe that a PhD is this very difficult thing because you have to research.
2641000	2655000	You don't get a textbook that you mug up and go and write. You have to find what you want to learn, then you have to try to find how you can learn, then you have to learn that and prove that you have learned it. Everything is on you.
2655000	2678000	So, you know, it's not that these things did not exist. But the point is we break the age barrier, break the learner's basic, like the role of the teacher changes to being that Adi Guru version to like if there was such an Adi Guru, then that Adi Guru would be an encyclopedia.
2678000	2681000	That would also guide you.
2681000	2705000	And finally, the one tragedy, the other tragedy that I find very curious, I've been rewatching, rather I've been watching the original Star Trek, you know, greeting through the sexist metaphors, the racial metaphors that exist, but trying to look at what was being done, trying to look at it in the context of 1962 through 67 or 69, what it was.
2705000	2718000	That what was really going on that it has to be compared at par with what was and the new things that it says, and something still fall in place, which you see TNG kind of trying to rectify.
2718000	2727000	One of those things, I mean, prime directive is probably mentioned somewhere in season two, late in season two, till then it was called the non-interference directive.
2727000	2741000	And the directive is the prime directive is simply that a higher order civilization should not influence or contaminate development of a lower order civilization.
2741000	2747000	And the non-interference to be practiced as the prime goal.
2747000	2764000	And I think that prime directive applies very strongly to education, to the way we run our political systems, to the way we run our any like even at a family level, you know, that where does that leave you?
2764000	2777000	Because the prime directive also has scopes where you would override it, where you see constantly Jean-Luc Picard throws prime directive to the air every now and then that they are overriding their judgment.
2777000	2784000	So that is kind of a facilitator stepping in and saying that, okay, you might have said non-interference, but this is not safe.
2784000	2807000	There is also a judgment call, but just tying that together, the education aspect of things also need to be treated from the perspective of a discovery and the ability to explore what is beyond the sensical world that the learner knows already, because what else are you exposing them to otherwise?
2807000	2823000	But I think what's interesting too, what I don't have is an experiment in progress, which you have, like that you said, the bringing up a child as the ethical dilemma that at which point do you throw that in? What do you balance? And I think that's another perspective that I'm interested in.
2823000	2837000	So that's another topic I was not thinking that we can discuss today, but I'm happy to discuss that. So I actually had a couple of hypothesis in my mind.
2837000	2852000	One of the things that you said that you learn to speak later in your life as in like two and a half, two, two and a half. So what I found is that, okay, this discussion is a bit longer or like a larger context. Let me establish the context, right?
2852000	2874000	So I was never convinced that intellect is the like from Alpha to Omega of what people's capabilities are. There needs to be, there is, there are more things to it than what IQ measures.
2874000	2901000	What are those things? Is there a comprehensive, like, like, can you map it out? Can you chalk it out? What are those things that one mind can handle? You are employing your neurons to do, and sometimes your neurons can decide, I am not good at this, or rather, I don't want to be good at this. I want to be good at this other thing.
2901000	2916000	Right? So it always struck me as a choice. And I have seen that most of the time, people would choose some or the other at the cost of some other things.
2916000	2938000	People who are really good at reasoning, problem solving, like the visual, like, or ordering of stuff, those are the traditional IQs. They would also have, most of the time, they would not have too many other things, but sometimes they would be good linguists as well.
2938000	2954000	If they are good linguists as well as good, like, higher IQ, they might even be in an autistic spectrum where they have really poor social interactions and stuff. Good at language, but poor at communicating.
2954000	2969000	There are people who are good at communicating, good at communicating, would stand up there on stage and speak very well, but then small talks will get completely fumbled.
2969000	2990000	So what I'm trying to say is that there are lots of different aspects to it. All those things are basically your brain deciding, I want to reshape myself in a way, this becomes, this XYZ becomes my first path, and those other things, I am not really interested so much about it.
2990000	3006000	The moment your brain decides that, it will start reshaping itself in that manner, to the point it will re-optimize itself over and over and over, to the point I am bad at maths, nobody starts being bad at maths.
3006000	3026000	Somebody at childhood deciding that I want to use those neurons differently, eventually finding that I can't really use those neurons anymore, they help me read somebody's facial expression better and understand whether they are in pain, are they hiding something, etc.
3026000	3042000	So I'm just, it's not the exact one-inch-to-one relationship, what I'm trying to say is that we, brain is a very highly flexible machine, the computer, and we can decide whether to crypto-mine with it or get more frames on a video game.
3042000	3066000	You can choose, you cannot do both at the same time, you get to choose. Now that was the hypothesis, which was fueled by, I got more fuel on that hypothesis while Rai was born around that time, so there is a thing called cognitive trade-off hypothesis, I think I talked about this a little bit.
3066000	3095000	So some shims can identify, like they have very highly visual persistence, so if you show for a one-tenth of a second, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 on the screen, and then you wrap them up with just dots, and they understand the concept of, over the time of practice, they know which one is the order, like 1, then 2, then 3, they will just go and touch-screen, go through all those things.
