start	end	text
1251000	1260000	And then now at the third five year, where we interestingly have some direction, some vision, and that's there.
1260000	1265000	But then we also have these two five-year stages to inform us from.
1265000	1276000	And there has been a massive increase in the capacity of information processing in this last 10 years or last 11 years.
1276000	1285000	So the way we have communicated, starting from an IRC ping to figure out if this person is alive, exists, or is a bot.
1285000	1289000	And like, was developer a bot was the sort of question.
1289000	1306000	So coming from there to this place where we are at a technological front where this conversation can be recorded, annotated, grouped, archived, cataloged, open for me to search through.
1306000	1312000	Which just makes me think how much more like what I could have done if my class notes were on this.
1312000	1316000	Would I have been a better student? Would I have been able to continue in academia?
1316000	1323000	Because at that point, well, I just had to record the lectures of the professors, come back in my time.
1323000	1329000	Now, before you start thinking that this is me trying to skip classes, no.
1329000	1335000	The environment of the classrooms were such that I could not concentrate in the rooms.
1336000	1339000	I completely understand. You are preaching to the choir here.
1339000	1342000	So I completely understand that particular thing.
1342000	1348000	This is not my best moment of focus, but I have to somehow master it.
1348000	1351000	Or take it, essentially, which is what happened most of the time.
1351000	1353000	So I completely understand. Go ahead.
1353000	1367000	Yeah. So from there, just like taking those ideas and arguments and, you know, at times bundling them into the ferocity of even how we built software on a day to day basis.
1367000	1382000	And sometimes it's not easy to explain to a colleague on why I am taking a certain moralistic stand about even that's an API interface, which seems like this will definitely be damaging in the short term.
1383000	1388000	And I am saying that this will give us a number of benefits in the long term.
1391000	1394000	I think the fundamental reasons have not changed.
1394000	1396000	They have just embellished, sharpened.
1396000	1399000	Now I have maybe a wider vocabulary to communicate.
1399000	1408000	So the next thing to see is what can we do out of the information that we have now in this accessible form?
1408000	1420000	And does this give us the sort of boost that we could have gotten if a lot of those discussions from 10 years were also available in this format?
1420000	1427000	Which, again, is the experiment here at its very subjective level.
1427000	1437000	And that itself opens up pathways to really figure out the core of what does it mean to be in an information society?
1437000	1449000	What does it mean to be interacting with or building systems that are capable of processing information at scales that were not possible here until now?
1449000	1453000	Also knowing that these are exponential growth factors.
1453000	1456000	So then where does that leave us?
1456000	1466000	And if in the process of scratching our own itch, something interesting comes out, then maybe we can repackage that and get rich for a while to do the next thing.
1466000	1477000	Yeah, so I kind of so this is one of the understanding when you say that, okay, previous phases, like if you see that as like one of those...
1477000	1480000	Oh no, I was forcefully bucketing it just to prove a point.
1480000	1484000	That's fine, but I do have a six years phases, essentially.
1484000	1486000	For me, it's actually not five years.
1486000	1489000	It actually does work with the six year phases.
1489000	1493000	So one of the new phases, they're basically starting into 2023.
1493000	1504000	Anyways, the point here is right now what I'm discovering, which is something that I previously put up to the test, like, hey, I'll re-evaluate them next time.
1504000	1512000	It is that we always have access to more amount of data, more wider bandwidth of data.
1512000	1514000	Not talking about the internet data.
1514000	1524000	I'm talking about in general, the amount of information transcended from previous to the next phase or session or like the era or generation, whatever you want to call it.
1524000	1531000	The amount of information that goes posted down is basically more volumetric than previous ones.
1531000	1536000	But you can't take the whole thing away with you.
1536000	1544000	You somehow have to summarize it, turn it into a magazine and utilize that.
1544000	1550000	That's the only thing, because we kind of have a limited amount of compute ourselves.
1550000	1555000	Now that's another part of the discussion, probably later part of the discussion, probably not even today, sometimes.
1555000	1574000	But even if we treat ourselves as individuals that we only have to be individuals and cannot leverage each other's intellect in a positive reinforcement manner, we have to hold the internet model in one GPU, like this thing.
1574000	1582000	Even in that case, we have that limitation where we have to kind of distill it down to some certain life.
1582000	1588000	Might be right, might be wrong, but these are the set of magazines that works for me and I go forward with that.
1588000	1595000	And that came out after hundreds of thousands of years of evolution, essentially, in a sense.
1595000	1600000	Most of it is very recent, but basically it's building in progress.
1600000	1603000	So that means two things.
1603000	1622000	One, even though we will have more compute to analyze and evaluate, like basically, okay, generate all the transcripts from this entire recording, summarize that, categorize that by topic and generate bullet points about what are the things that these idiots have discussed about, right?
1622000	1636000	And that would be very possible, like my later generations, they would not want to sit down and probably have a conversation like this, especially not sit down and listen to a conversation like this the whole way through.
1636000	1643000	They would probably some way figure out a way to distill it down and then do it, right?
1643000	1652000	The point that I'm trying to make here is that it will always be exponentially more and more amount of data that will be available next up.
1652000	1665000	But it doesn't go away from the fact that we still have to somehow pinpoint that this is exactly the center that we are rounding, like going around and around and around, finding out the center.
1665000	1683000	Sometimes when you're pushing the boundary, finding out that nebulous center sometimes is challenging, but it takes a lot of circling to eventually figure out what the center of mass is of this point that I'm trying to make, which is what I'm eventually doing right now, even kind of in a meta way.
1683000	1699000	So, yeah, so we have to figure this part out and whenever that is found, put it up as that maxim that can be carried out, because most of the information that I can study, if it can be art of war or something like that, all of those things,
1699000	1719000	so whenever it comes in a form of like kind of atomic takeaways, for the lack of a better term, that seems to stick around, not only for me, but in general, stick around more than a whole entire novel that probably is trying to make one point.
1719000	1736000	It's probably more interesting to read, but it can get interpreted and misinterpreted, and there are examples of that, like entire third rake was, in a sense, a misinterpretation of Ubermensch in some hot ways.
1736000	1756000	But anyways, the point I'm trying to make is that if you can build right good maxims, in a sense, like very thorough maxims, the number of people moved by it and number of people being aligned, tuned to align this correct direction, probably gets higher.
1756000	1766000	What do you think about that? Or do you think it's necessary to have the whole volume of discussion together with it?
1766000	1783000	I think it kind of leads on to at least two main themes, and I think maxim is one thing I would put a bookmark on for this discussion, because it's kind of one of those inflection points.
1783000	1795000	So let's first tackle the first fork. So we said that one of the things we are also trying to do is figure out what is worth doing.
1795000	1815000	So if I take that direction, like the worthness of something, what adds worth, but let's examine it through the question that what merits archival, like if we look at rephrasing it as what is worth archiving.
1815000	1823000	And that is a problem statement that library sciences has been dealing with since the evolution of libraries.
1823000	1837000	And this is not the same as like where this is different from what clothes do I don't throw away in the sense that at the core of archival is retrieval.
1837000	1857000	Which needs you to index things in a certain way, which means archiving indexing has existed, but information access or let's say unnecessary data or junk data, whichever way you want to put it, is something that has always existed at different scales.
1857000	1877000	The system exhibits different behavior, but if you were to follow the question that what should be archived, that question almost always seems to be a trade-off between how much can you remember or with what accuracy can you remember?
1877000	1899000	Which is where kind of how prophecies, maxims and things like this have existed. Again, prone to interpretation, even if there was a maxim and here by maxim, I mean, let's talk of like one of the things I like to bring in is physics and most of these discussions that just puts at least for me things in perspective.
1899000	1909000	The maxims are like natural laws, you don't create them, you discover them.
1909000	1925000	But which also begs the question that when is it that you can create a natural law? What kind of control would you need on that universe? The very simple layman term is God.
1925000	1949000	But again, what philosophy does is really dissect that concept, right? So if we just approach it like ignore the religious connotation part of it, but just come back to it from the perspective that if natural laws are sacrosanct in the sense that they will always exist, you just merely discover them at some point and after that they become your maxims.
1949000	1964000	So in the same way, then there has to be a journey, there has to be a process or like, well, voyages in like in order to do that discovery.
1964000	1982000	So then where does that take us from, let's say, producing enormous amounts of information today, while also being an amnesiac, increasingly amnesiac society where things are more easily lost than they are produced.
1982000	1994000	So collectively, we might be storing a lot of information at this point we're producing. Well, I don't like to use the word gigantic because they are relative.
1994000	2014000	If the internet spreads across like imagine Starfleet scale, even like the early Starfleet, James T. Kirk, just imagine the amount of data being produced. So what adjective would you then get to? So I'd like to reserve the gigantic things for when things are truly beyond comprehension.
2014000	2037000	But in any case, the case at point is that we have an acute balance to maintain when it comes to archival, that we have to let go of some things and we have to choose to remember certain things, which is what makes it easy to rewrite history by changing your interpretation to suit your current day things.
2037000	2050000	But imagine if history was a mathematically verifiable proof, which it is not today. And again, before historians throw daggers at me, I'm not saying that there is a technology solution to everything.
2050000	2077000	But if, if history was a mathematically verifiable proof for which you did not need to see the event to happen, like event happening for you to know that it's a proven thing, then we kind of reach the state where you don't necessarily need to store all of history, right?
2078000	2080000	You don't need to remember all of history.
2081000	2084000	And I'll open the field there.
2084000	2098000	Yeah, yeah, you poke me in a particular point, where if you look at the world event, I'm talking about history from a physics perspective, the interaction between bodies.
2098000	2112000	Yes, right. If you look at it, and if you can look at any frame of a certain event, not only you can predict where it is coming from, it can you can also predict where it is going.
2113000	2118000	And that's the premise of psychohistory, Harry Seldin in Foundation.
2118000	2135000	Yeah, so which kind of points towards that if you actually knew world history of at any point in time to a certain level of detail, you can predict the going forward part and going backward.
2135000	2143000	I'm talking about an ideal situation, not necessarily a humanly comprehensible model, at least humans of 2023.
2144000	2149000	But the point is, that is actually possible, in a sense, mathematically that is kind of possible.
2150000	2166000	The part where we come short here, which is again one of like quantum computing breaking cryptography, the way traditional computing said that this cryptography cannot be broken, so 256 bit is good enough for it.
2167000	2175000	And there comes quantum computing that says 256 bit doesn't matter. Yeah, I don't give a shit about this.
2175000	2180000	So point is, it breaks the assumption, ground level assumption.
2181000	2199000	If we are talking about why are these new language models and new basically the all the entire generative AI is doing so well is because the amount of memory that is we can allocate to do some certain things is humongous.
2199000	2219000	The point we can extrapolate each pixel to 1536 dimensions, which is which was not something that is the which is not something that humanly possible consciously at least apart unless you are some kind of savant on that particular thing, or it was not possible with any traditional hardware.
2219000	2224000	So things that we thought are impossible are being very possible right now.
2225000	2239000	Similarly, the exact quantified history about knowing a certain event and then being able to predict the past and the future of it, it is going to be possible very, very much possible.
2239000	2245000	It already kind of is if you think about weather prediction, how that works, it already is in effect.
2245000	2249000	We are just not using it for that particular situation or purpose.
2249000	2259000	But I don't see any reason why if we follow along the journey that we are already headed in the exponential growth of compute, I don't see why that cannot be true.
2260000	2264000	So I kind of got poked in that particular rib.
2264000	2266000	So that's why I kind of like expanded on that.
2266000	2271000	But I think you had more points to be made there in case I like cut you off.
2271000	2272000	Please go ahead.
2272000	2278000	No, no, this is this is in that direction only because see what I was trying to say is
2278000	2290000	that there are certain questions around remembrance around like public memory or let's say collective human memory.
2290000	2295000	And one of the things I have written time and again is that collective human memory spontaneous.
2295000	2302000	And it doesn't mean it is it doesn't exist.
2302000	2306000	It also means that it is that sporadic.
2306000	2311000	And that's again that's the nature of things.
2311000	2320000	If you break it down, you would eventually find a chaotic system at work with again entropy going towards like tending towards high over time.
2320000	2324000	So if you again break down everything fundamental enough.
2324000	2332000	So then if you then think of why I brought up what is where I'm trying to get my punchline together.
2332000	2336000	So what merits archival?
2336000	2345000	The decision is kind of based on what preserves the lower entropy state.
2345000	2355000	It's a constant grappling of a higher entropy entity or a higher entropy state to remember a lower entropy state.
2355000	2366000	And which is your essentially if you then look at entropy as that metaphorical river, you are going upstream, which is remembering the past gets exponentially difficult.
2366000	2371000	It's not a linear trajectory.
2371000	2373000	And that is simply if you again.
2373000	2374000	Yeah, good.
2374000	2380000	I think probably that points towards the intent of it.
2380000	2381000	Yes.
2381000	2393000	And I was just going to say that there are certain things like on the same point, certain things that are possible now, which would you would want to then look at the same questions in a different way.
2401000	2407000	Sorry.
2407000	2408000	Can you hear me?
2408000	2410000	Yes, I can hear you.
2410000	2413000	What happened?
2413000	2416000	No, it's my headset just keeps on disconnecting from time to time.
2416000	2418000	Okay.
2418000	2419000	Am I audible?
2419000	2422000	I might be a little bit low on this audio scale.
2422000	2424000	So sorry about that.
2424000	2428000	I'm just now I was trying to figure out if I'm hearing you from the external speaker on headphones.
2428000	2429000	Yes.
2429000	2437000	So no matter how much you improve technologies, certain things never change like this.
2437000	2442000	There are different, different variants and you can keep on going throughout the ages.
2442000	2445000	Oh, I did not see your fire sign across the hill last night.
2445000	2446000	I'm so sorry.
2446000	2451000	Can you see my fire sign?
2451000	2453000	I mean, just the point.
2453000	2454000	Yeah.
2454000	2455000	Sorry.
2455000	2456000	Yeah.
2456000	2457000	Little detour.
2457000	2460000	You remember the penguins of Madagascar that movie where?
2460000	2461000	Yeah, yeah.
2461000	2465000	Dave and he is trying to.
2465000	2466000	Dave?
2466000	2467000	Yeah.
2467000	2469000	Dave.
2469000	2471000	Anyways, anyways.
2471000	2472000	Same thing like that.
2472000	2481000	That seemed that hit kind of like in a particular court for everybody who ever has been into meetings of this kind.
2481000	2496000	And you saw somebody where this hoodie encoded last day, which wrote you were on mute.
2496000	2497000	Okay.
2497000	2500000	Popular culture catching up.
2500000	2512000	So anyway, that is one of the afterburner effects of how probably the two of us here look at what is worth doing.
2512000	2521000	Turns out to be a very misanthropic concept at its outset, but probably, well, not as much misanthropic.
2521000	2528000	It's selectively anthropic, let's call it.
2528000	2531000	Yeah, I have a question there on that.
2531000	2534000	What is anthropic?
2534000	2535000	Hmm.
2535000	2539000	I try to dissect Latin a bit.
2539000	2543000	And my knowledge of, again, the misanthropy is vague at this point.
2543000	2545000	I'd rather not comment at this thing.
2545000	2557000	Let's just look at it as the.
2557000	2569000	What is it when the compatibility that it's a misanthropy is a non compatible component in a society of humans.
2569000	2570000	Oh, no.
2570000	2571000	Somebody.
2571000	2574000	So you're already assuming you're already assuming.
2574000	2575000	Yeah.
2575000	2576000	Anthropic system beforehand.
2576000	2577000	And you're trying to.
2577000	2578000	Yes.
2578000	2579000	No, that was.
2579000	2580000	Yeah.
2580000	2581000	My question was.
2581000	2582000	I was just trying to show the loop.
2582000	2583000	Okay.
2583000	2584000	But yeah.
2584000	2597000	So the question, if you try and understanding what is humanity, what is anthropic, the more you try to see, look into that, the more it turns out to be.
2597000	2614000	What ever, what are the traits we term as humanitarian are exactly the opposite of what actually pushed us to become the humans, the dominant species.
2614000	2622000	That the last straw of that is human versus Neanderthals.
2623000	2624000	The last straw.
2624000	2642000	The last provable bit is that Neanderthals, they weren't like they had the exact and like similar kind of social bonding, the empathy and like caring for others.
2642000	2649000	All the other all the traits that we say these are the good like working with as teams, etc, etc.
2649000	2654000	All those things that we talk about as these are the good traits to have.
2654000	2656000	And if you say that that's what made us humans.
2656000	2658000	No, they also had that.
2658000	2668000	What did they not have is that Machiavellianism for a lack of a better umbrella term.
2668000	2678000	But you mean the prince, like not having an organized direction to channel the collective energy.
2679000	2690000	In a sense that basically attacking the enemy at night, knowing that they already don't want to fight at night.
2690000	2701000	It is not moral or it is not acceptable, ethical to fight at night and knowing that using that as an information to fight at night.
2701000	2705000	What did you call that?
2705000	2713000	So that those are the kind of things that made humans humans.
2713000	2718000	Like I'm probably just showing the tip of the iceberg.
2718000	2729000	You can keep on going down that rabbit hole and keep on trying to find out more and more personality or psychological traits that are absolutely heinous.
2729000	2732000	And that still lingers on, by the way.
2733000	2741000	But those are the ones kind of gave us the edge over the other ones who had not much differently.
2741000	2754000	Even if you go down from hominid to the pan, basically the chimpanzees and gorillas, they also have the social structure in the same way.
2754000	2759000	They also show that their child dies. They show the same kind of sympathy.
2759000	2765000	But what about anthropic humanity that makes us human?
2765000	2769000	If you keep asking that question, it kind of gives us a very dark answer.
2769000	2783000	Exactly the things that we grow up learning as the traits to have as humans are not the ones that made us if we actually stuck to only those ones.
2783000	2791000	I'm not saying that those are not important, but I'm saying that only pure silicon does not create a good microchip.
2791000	2801000	You need the doping in order to create that semiconductor that actually can be turned on or off.
2801000	2810000	That doping, that dopant part is the one that is not really the light part is the dark part.
2810000	2816000	So the moment you talk about that, a kind of like it might sound misanthropic.
2816000	2824000	Most of the utilitarian or things that generate result drive result are misanthropic.
2825000	2843000	If you psychoanalyze most of the CEOs of Fortune 500, you're not going to find the answers that you would like that these are the best human beings that driving the society or culture or at least from a textbook perspective.
2843000	2851000	You have studied this. You can talk more about that part. What do you think from that perspective?
2851000	2858000	I think that's an eventuality of any species that does not have a self sufficient energy system.
2858000	2873000	And because as you as you break that question down and you're going to first encounter the stage of ethics very soon,
2873000	2884000	because this is fundamentally an ethical question with a political philosophy very strongly ingrained in it.
2884000	2897000	Because a lot of these thought systems have also evolved in order to just look back and identify what the hell had happened there.
2897000	2906000	And in the process, like what what was it that happened and then building those systems to come up to a point that we could explain all of this.
2906000	2915000	And then, you know, as happens with intelligent brains that once you are looking at it for too long, you start seeing variations in it.
2915000	2919000	And well, that is how pretty much all branches of philosophy evolve.
2919000	2930000	You cannot have a well informed argument in philosophy if you have not looked at that thing long enough for you to see the details in it.
2930000	2942000	So for from that perspective, when you start breaking down the concept of humanity at the core of it would be the conquest for resources to survive.
2943000	2952000	One survive, then thrive, one thrive, then conquer, one conquer, then build, one build, then colonize and so on and so on.
2952000	2956000	Or maybe even in the in some loops thereafter.
2956000	2974000	But then the thing then what we cannot change here, unless we are a self reliant, like we have a self-sufficient energy system.
